customer_no,Contribution_total_giving,Tickets___Total_Amount,Tickets_Number_of_Unique_Perfs,Donor_Category
3217784,2.5,239,,Under-Patron
3217805,4,35,,Under-Patron
3217859,8,214,,Under-Patron
3217866,330,4592,,Under-Patron
3217868,20,3351.5,,Under-Patron
3217870,5630,6260,,Under-Patron
3217893,7500,5743,,Under-Patron
3217895,685,300,,Under-Patron
3217920,60,600,,Under-Patron
3217922,3,25,,Under-Patron
3217933,15,1761.7,,Under-Patron
3217954,10,,,Under-Patron
3217970,80,1231,,Under-Patron
3218112,50,,,Under-Patron
3218142,9,1440,,Under-Patron
3218143,300,3492.78,,Under-Patron
3218148,100,2221,,Under-Patron
3218156,200,1732,,Under-Patron
3218173,91.5,3121,,Under-Patron
3218189,3700,6212.9,,Under-Patron
3218190,15,1191,,Under-Patron
3218192,13.5,165,,Under-Patron
3218224,55.6,561,,Under-Patron
3218229,29.5,1045,,Under-Patron
3218246,200,3973,,Under-Patron
3218249,75,1976,,Under-Patron
3218282,9.2,95,,Under-Patron
3218284,10,2582,,Under-Patron
3218294,20,3114,,Under-Patron
3218307,10,1580,,Under-Patron
3218311,250,1968,,Under-Patron
3218323,13,172,,Under-Patron
3218326,35,300,,Under-Patron
3218382,25,240,,Under-Patron
3218402,25,815,,Under-Patron
3218449,10,96,,Under-Patron
3218455,15,,,Under-Patron
3218477,67,1240,,Under-Patron
3218481,75,927.55,,Under-Patron
3218483,306.4,4320,,Under-Patron
3218485,18.5,,,Under-Patron
3218489,100,1780,,Under-Patron
3218499,16.65,144,,Under-Patron
3218503,71,800,,Under-Patron
3218517,20,80,,Under-Patron
3218524,9.9,84,,Under-Patron
3218553,433,2374,,Under-Patron
3218555,50,710,,Under-Patron
3218561,5,210,,Under-Patron
3218598,25,154,,Under-Patron
3218609,18.85,166,,Under-Patron
3218623,10,144,,Under-Patron
3218624,1,759.5,,Under-Patron
3218630,6,50,,Under-Patron
3218653,628.5,5285.5,,Under-Patron
3218655,16.9,154,,Under-Patron
3218656,5,816,,Under-Patron
3218658,5,50,,Under-Patron
3218701,5,100,,Under-Patron
3218703,25,160,,Under-Patron
3218714,1,524,,Under-Patron
3218715,6,230,,Under-Patron
3218719,14582.9,3623.95,,Under-Patron
3218734,34.5,680,,Under-Patron
3218743,10.1,86,,Under-Patron
3218744,16.75,340,,Under-Patron
3218746,141.85,425.9,,Under-Patron
3218756,16.5,150,,Under-Patron
3218785,5600,1042,,Under-Patron
3218808,40,358,,Under-Patron
3218827,250,815,,Under-Patron
3218836,200,1540,,Under-Patron
3218837,15,100,,Under-Patron
3218841,43,1232,,Under-Patron
3218844,3091.8,1521.2,,Under-Patron
3218870,391.6,720,,Under-Patron
3218904,5476.35,14637.01,,Under-Patron
3218908,1,370,,Under-Patron
3218918,17.5,264,,Under-Patron
3218945,38.75,951,,Under-Patron
3218966,60,,,Under-Patron
3218981,50,100,,Under-Patron
3218987,59.4,534,,Under-Patron
3218990,10,92,,Under-Patron
3219006,20,150,,Under-Patron
3219007,24.5,230,,Under-Patron
3219041,68.5,170,,Under-Patron
3219046,50,570,,Under-Patron
3219064,40,620,,Under-Patron
3219094,3,172,,Under-Patron
3219127,66.25,1630,,Under-Patron
3219131,17.5,160,,Under-Patron
3219165,10,734.4,,Under-Patron
3219212,137.5,630,,Under-Patron
3219230,1,2557.5,,Under-Patron
3219248,14.7,132,,Under-Patron
3219259,9,26,,Under-Patron
3219260,25,837,,Under-Patron
3219284,40,1308,,Under-Patron
3219297,19,275,,Under-Patron
3219307,451.25,710,,Under-Patron
3219341,60,119,,Under-Patron
3219344,20,1865,,Under-Patron
3219358,93.5,640,,Under-Patron
3219368,25.5,240,,Under-Patron
3219369,5,190,,Under-Patron
3219382,6,1064.75,,Under-Patron
3219391,15,1629.6,,Under-Patron
3219404,18.7,172,,Under-Patron
3219410,22.5,815,,Under-Patron
3219414,40,321,,Under-Patron
3219419,60,500,,Under-Patron
3219420,5.75,332,,Under-Patron
3219458,10,1370,,Under-Patron
3219459,25,783.2,,Under-Patron
3219461,46,742,,Under-Patron
3219467,34.5,330,,Under-Patron
3219486,23,200,,Under-Patron
3219510,10,1605,,Under-Patron
3219551,550,,,Under-Patron
3219560,60.8,720,,Under-Patron
3219579,5.55,48,,Under-Patron
3219608,70,307,,Under-Patron
3219618,1000,510,,Under-Patron
3219625,15.25,137.5,,Under-Patron
3219678,21.1,228,,Under-Patron
3219685,16.7,152,,Under-Patron
3219696,2,35,,Under-Patron
3219702,249.75,535.25,,Under-Patron
3219709,10,210,,Under-Patron
3219724,17.5,160,,Under-Patron
3219729,151,2301,,Under-Patron
3219733,8,172,,Under-Patron
3219818,12.5,110,,Under-Patron
3219824,12.5,663,,Under-Patron
3219834,52.5,520,,Under-Patron
3219842,5,676,,Under-Patron
3219867,31,3110,,Under-Patron
3219874,15,233.5,,Under-Patron
3219922,19.9,184,,Under-Patron
3219923,25,285,,Under-Patron
3219975,61.4,1544,,Under-Patron
3219992,40.25,95,,Under-Patron
3220026,28.5,620,,Under-Patron
3220035,25.7,227,,Under-Patron
3220042,25.5,240,,Under-Patron
3220052,73061.5,10539.5,,Under-Patron
3220073,10,139.25,,Under-Patron
3220088,10,172,,Under-Patron
3220091,5,367.2,,Under-Patron
3220099,13,167,,Under-Patron
3220116,51.5,233.5,,Under-Patron
3220127,20.25,180,,Under-Patron
3220184,5500,4151.5,,Under-Patron
3220238,11.5,208,,Under-Patron
3220244,49.5,225,,Under-Patron
3220260,10,150,,Under-Patron
3220267,15.75,150,,Under-Patron
3220284,3,132,,Under-Patron
3220293,10,,,Under-Patron
3220298,25.5,,,Under-Patron
3220322,5,210,,Under-Patron
3220362,115.7,1400,,Under-Patron
3220369,29.5,560,,Under-Patron
3220371,25,528,,Under-Patron
3220372,52.5,1103,,Under-Patron
3220394,11,449.2,,Under-Patron
3220422,47.5,310,,Under-Patron
3220462,37.75,384.75,,Under-Patron
3220471,51.5,1020,,Under-Patron
3220472,1,100,,Under-Patron
3220479,56.25,505,,Under-Patron
3220485,33.5,320,,Under-Patron
3220490,1,1628.5,,Under-Patron
3220506,15,258,,Under-Patron
3220512,4.5,40,,Under-Patron
3220544,11,96,,Under-Patron
3220548,15,258,,Under-Patron
3220555,10,300,,Under-Patron
3220563,51195.45,1538.58,,Under-Patron
3220580,5,194,,Under-Patron
3220629,10,123,,Under-Patron
3220635,20,200,,Under-Patron
3220681,49.5,938,,Under-Patron
3220684,18,160,,Under-Patron
3220685,114,847,,Under-Patron
3220701,42.5,785,,Under-Patron
3220706,20,340,,Under-Patron
3220713,25,510,,Under-Patron
3220726,10.25,95,,Under-Patron
3220739,100,614,,Under-Patron
3220765,14.5,386,,Under-Patron
3220766,30,240,,Under-Patron
3220790,10,200,,Under-Patron
3220802,5,646,,Under-Patron
3220808,227.5,620,,Under-Patron
3220840,65,1230,,Under-Patron
3220850,11.5,300,,Under-Patron
3220852,12.18,25,,Under-Patron
3220863,10,1849,,Under-Patron
3220880,4040,,,Under-Patron
3220893,6,50,,Under-Patron
3220900,30,150,,Under-Patron
3220905,620,8245.5,,Under-Patron
3220916,15,170,,Under-Patron
3220937,5,,,Under-Patron
3220955,5,425,,Under-Patron
3220964,125,574.5,,Under-Patron
3220967,7,60,,Under-Patron
3220984,155,630,,Under-Patron
3220993,50,750,,Under-Patron
3220995,20,1921,,Under-Patron
3221008,5100,3355.9,,Under-Patron
3221010,7.98,72.25,,Under-Patron
3221012,18.5,170,,Under-Patron
3221041,6,60,,Under-Patron
3221088,25,425,,Under-Patron
3221094,9.85,91,,Under-Patron
3221095,18.7,464,,Under-Patron
3221101,10,170,,Under-Patron
3221106,1094,2850,,Under-Patron
3221115,4.5,45,,Under-Patron
3221116,13.5,150,,Under-Patron
3221135,10,500,,Under-Patron
3221136,11.15,2657.5,,Under-Patron
3221141,10,260,,Under-Patron
3221143,35,620,,Under-Patron
3221157,7,60,,Under-Patron
3221184,10,1251,,Under-Patron
3221236,20,170,,Under-Patron
3221278,12.5,1395,,Under-Patron
3221288,30,450,,Under-Patron
3221300,7546,5446,,Under-Patron
3221330,9,51,,Under-Patron
3221353,32.5,,,Under-Patron
3221375,11.5,100,,Under-Patron
3221389,34,120,,Under-Patron
3221408,9.35,86,,Under-Patron
3221452,3.5,100,,Under-Patron
3221472,20,550,,Under-Patron
3221481,5,170,,Under-Patron
3221482,5,1340,,Under-Patron
3221521,17.5,668,,Under-Patron
3221528,25.25,256,,Under-Patron
3221540,10,170,,Under-Patron
3221600,10,214,,Under-Patron
3221610,7,60,,Under-Patron
3221703,5,182,,Under-Patron
3221709,8,80,,Under-Patron
3221722,5,120,,Under-Patron
3221728,18.6,171,,Under-Patron
3221738,10,120,,Under-Patron
3221741,50,50,,Under-Patron
3221748,36.9,466,,Under-Patron
3221761,265,2136,,Under-Patron
3221786,10,160,,Under-Patron
3221851,72.9,724,,Under-Patron
3221870,10,60,,Under-Patron
3221872,1,60,,Under-Patron
3221876,85,1181,,Under-Patron
3221879,2.5,100,,Under-Patron
3221881,3,30,,Under-Patron
3221915,6,60,,Under-Patron
3221922,25,500,,Under-Patron
3221939,29.75,180,,Under-Patron
3221970,28.5,270,,Under-Patron
3221991,11,96,,Under-Patron
3221993,18.5,170,,Under-Patron
3222028,15,1230,,Under-Patron
3222056,33,,,Under-Patron
3222062,100,1240,,Under-Patron
3222071,50,2286,,Under-Patron
3222086,232.5,2958,,Under-Patron
3222097,3,290,,Under-Patron
3222111,77,822,,Under-Patron
3222119,103,500,,Under-Patron
3222131,5100,14030.5,,Under-Patron
3222204,5,90,,Under-Patron
3222211,10,300,,Under-Patron
3222223,20,270,,Under-Patron
3222239,11,119,,Under-Patron
3222241,19,586,,Under-Patron
3222246,10,905,,Under-Patron
3222254,10,144,,Under-Patron
3222287,5,120,,Under-Patron
3222292,25,310,,Under-Patron
3222330,100,,,Under-Patron
3222378,20,174,,Under-Patron
3222419,13,407.2,,Under-Patron
3222422,34.5,622,,Under-Patron
3222424,7685,5527.25,,Under-Patron
3222425,10,190,,Under-Patron
3222433,12050,2049.87,,Under-Patron
3222469,6,150,,Under-Patron
3222482,1.6,,,Under-Patron
3222494,14.7,132,,Under-Patron
3222550,10,,,Under-Patron
3222556,10,1482,,Under-Patron
3222588,43.92,612.75,,Under-Patron
3222602,8.75,80,,Under-Patron
3222612,2511,1176.6,,Under-Patron
3222631,11.1,392,,Under-Patron
3222634,19,1229,,Under-Patron
3222638,16.25,304,,Under-Patron
3222643,6.7,59.5,,Under-Patron
3222651,30,2790,,Under-Patron
3222693,20,480,,Under-Patron
3222715,10,350,,Under-Patron
3222716,15,292,,Under-Patron
3222724,11.1,96,,Under-Patron
3222746,54.75,140,,Under-Patron
3222774,160.5,1432,,Under-Patron
3222818,35.25,285,,Under-Patron
3222860,2568.5,670,,Under-Patron
3222869,55,730,,Under-Patron
3222873,46.5,450,,Under-Patron
3222879,25,260,,Under-Patron
3222897,81.5,300,,Under-Patron
3222911,2,825.6,,Under-Patron
3222918,11.5,290,,Under-Patron
3222927,10,144,,Under-Patron
3222928,31.2,297,,Under-Patron
3222929,14.7,132,,Under-Patron
3222951,41.1,828,,Under-Patron
3222965,7.45,67,,Under-Patron
3222995,42.5,,,Under-Patron
3223000,29.5,280,,Under-Patron
3223021,8,70,,Under-Patron
3223059,10,482,,Under-Patron
3223079,13,172,,Under-Patron
3223094,2500,3450,,Under-Patron
3223122,10,557.2,,Under-Patron
3223138,1000,,,Under-Patron
3223154,10,174,,Under-Patron
3223157,133.5,320,,Under-Patron
3223160,18.7,172,,Under-Patron
3223252,5,140,,Under-Patron
3223260,15,820,,Under-Patron
3223292,10,,,Under-Patron
3223338,77,238,,Under-Patron
3223362,10,110,,Under-Patron
3223368,15.25,137.5,,Under-Patron
3223383,8,213,,Under-Patron
3223400,7.2,62,,Under-Patron
3223424,34,1376,,Under-Patron
3223468,20,,,Under-Patron
3223475,10,52,,Under-Patron
3223497,10,,,Under-Patron
3223504,10,,,Under-Patron
3223544,10,,,Under-Patron
3223557,10,,,Under-Patron
3223559,11,600,,Under-Patron
3223573,10,,,Under-Patron
3223582,31.5,978,,Under-Patron
3223604,10,105,,Under-Patron
3223612,25,,,Under-Patron
3223641,20,,,Under-Patron
3223642,10,,,Under-Patron
3223649,20,80,,Under-Patron
3223651,10,,,Under-Patron
3223655,35,,,Under-Patron
3223658,6,50,,Under-Patron
3223665,10,,,Under-Patron
3223688,75,310.75,,Under-Patron
3223695,25,324,,Under-Patron
3223698,10,455,,Under-Patron
3223745,16525,21459.26,,Under-Patron
3223750,10,,,Under-Patron
3223800,10,85.8,,Under-Patron
3223805,88.5,798,,Under-Patron
3223807,10,,,Under-Patron
3223824,10,,,Under-Patron
3223831,35,,,Under-Patron
3223833,10,276,,Under-Patron
3223836,12.7,112,,Under-Patron
3223850,27,,,Under-Patron
3223854,100,548,,Under-Patron
3223857,10,,,Under-Patron
3223889,10,510,,Under-Patron
3223895,24,75,,Under-Patron
3223902,10,,,Under-Patron
3223908,10,,,Under-Patron
3223915,10,,,Under-Patron
3223918,10,,,Under-Patron
3223923,10,,,Under-Patron
3223938,400,,,Under-Patron
3223944,11.5,100,,Under-Patron
3223947,10,,,Under-Patron
3223954,10,,,Under-Patron
3223955,17.5,175,,Under-Patron
3223960,300,617,,Under-Patron
3223976,10,,,Under-Patron
3223998,13.5,120,,Under-Patron
3224000,10,320,,Under-Patron
3224002,10,,,Under-Patron
3224009,3,47,,Under-Patron
3224041,100,,,Under-Patron
3224069,10,,,Under-Patron
3224074,20,345,,Under-Patron
3224080,10,,,Under-Patron
3224089,10,484.8,,Under-Patron
3224099,10,,,Under-Patron
3224124,310,,,Under-Patron
3224126,10,,,Under-Patron
3224137,100,,,Under-Patron
3224141,20,,,Under-Patron
3224145,20,,,Under-Patron
3224204,63000,4710.76,,Under-Patron
3224207,10,,,Under-Patron
3224208,140.75,5120,,Under-Patron
3224220,10,,,Under-Patron
3224227,10,81.2,,Under-Patron
3224228,600,1752,,Under-Patron
3224237,10,,,Under-Patron
3224238,12,,,Under-Patron
3224239,10,,,Under-Patron
3224247,11,,,Under-Patron
3224257,10,,,Under-Patron
3224286,15,50,,Under-Patron
3224296,20,,,Under-Patron
3224299,10,,,Under-Patron
3224302,10,,,Under-Patron
3224315,10,,,Under-Patron
3224318,30,682,,Under-Patron
3224321,5,50,,Under-Patron
3224322,25,326,,Under-Patron
3224326,30,712,,Under-Patron
3224331,10,,,Under-Patron
3224333,10,,,Under-Patron
3224343,135,,,Under-Patron
3224345,985.5,,,Under-Patron
3224368,10,,,Under-Patron
3224373,5,430,,Under-Patron
3224383,10,,,Under-Patron
3224396,10,,,Under-Patron
3224411,10,,,Under-Patron
3224413,10,,,Under-Patron
3224415,5,50,,Under-Patron
3224428,60,,,Under-Patron
3224429,3,30,,Under-Patron
3224457,10,,,Under-Patron
3224459,53.5,520,,Under-Patron
3224477,20,,,Under-Patron
3224481,10,,,Under-Patron
3224500,10,,,Under-Patron
3224505,2.5,25,,Under-Patron
3224521,10,60,,Under-Patron
3224543,10,,,Under-Patron
3224553,11,,,Under-Patron
3224568,10,,,Under-Patron
3224570,10,,,Under-Patron
3224629,25,,,Under-Patron
3224631,45,50,,Under-Patron
3224637,20,,,Under-Patron
3224641,5,50,,Under-Patron
3224644,20,,,Under-Patron
3224646,10,,,Under-Patron
3224648,20,270,,Under-Patron
3224650,35,,,Under-Patron
3224651,10,,,Under-Patron
3224654,35,,,Under-Patron
3224656,10,,,Under-Patron
3224660,10,,,Under-Patron
3224672,60,,,Under-Patron
3224681,20,,,Under-Patron
3224700,10,25,,Under-Patron
3224704,10,,,Under-Patron
3224705,50,,,Under-Patron
3224724,30,,,Under-Patron
3224726,2,,,Under-Patron
3224732,10,1108.75,,Under-Patron
3224734,25,75,,Under-Patron
3224754,10,,,Under-Patron
3224774,10,,,Under-Patron
3224786,10,,,Under-Patron
3224798,10,300,,Under-Patron
3224800,10,,,Under-Patron
3224811,20,,,Under-Patron
3224816,10,,,Under-Patron
3224817,20,270,,Under-Patron
3224835,10,,,Under-Patron
3224838,10,,,Under-Patron
3224848,10,,,Under-Patron
3224849,10,,,Under-Patron
3224873,25,,,Under-Patron
3224880,10,,,Under-Patron
3224891,5,,,Under-Patron
3224897,25,,,Under-Patron
3224900,20,,,Under-Patron
3224910,10,340,,Under-Patron
3224984,34,622,,Under-Patron
3225020,20.75,200,,Under-Patron
3225022,34.5,1448,,Under-Patron
3225025,2.5,145,,Under-Patron
3225039,2.5,75,,Under-Patron
3225041,10,100,,Under-Patron
3225042,33,3055,,Under-Patron
3225076,85,,,Under-Patron
3225128,5,720,,Under-Patron
3225131,14.25,135,,Under-Patron
3225147,10,250,,Under-Patron
3225151,5,75,,Under-Patron
3225158,2.5,25,,Under-Patron
3225160,5,50,,Under-Patron
3225170,2.5,25,,Under-Patron
3225171,5,50,,Under-Patron
3225174,2.5,139,,Under-Patron
3225176,6,73,,Under-Patron
3225188,5,50,,Under-Patron
3225200,12.5,25,,Under-Patron
3225211,5,50,,Under-Patron
3225214,52.5,1085,,Under-Patron
3225215,5,50,,Under-Patron
3225231,2.5,25,,Under-Patron
3225234,2.5,25,,Under-Patron
3225235,5,222,,Under-Patron
3225241,10,50,,Under-Patron
3225243,15,50,,Under-Patron
3225252,10,100,,Under-Patron
3225263,4,96,,Under-Patron
3225266,2.5,25,,Under-Patron
3225268,7.5,75,,Under-Patron
3225276,10,130,,Under-Patron
3225278,15,110,,Under-Patron
3225283,2.5,25,,Under-Patron
3225285,2.5,645,,Under-Patron
3225302,269,542,,Under-Patron
3225313,30,465,,Under-Patron
3225326,5,914,,Under-Patron
3225382,10,810,,Under-Patron
3225383,9,135,,Under-Patron
3225399,11.5,100,,Under-Patron
3225400,3,92,,Under-Patron
3225406,25,1274.5,,Under-Patron
3225434,93.3,1250,,Under-Patron
3225438,32.5,850,,Under-Patron
3225444,15,108,,Under-Patron
3225461,30,685,,Under-Patron
3225508,30.8,288,,Under-Patron
3225522,33.5,320,,Under-Patron
3225523,11.5,100,,Under-Patron
3225526,6.2,52,,Under-Patron
3225573,191.4,834.6,,Under-Patron
3225618,17.25,165,,Under-Patron
3225665,6.25,55,,Under-Patron
3225666,939.85,504,,Under-Patron
3225684,7000,553,,Under-Patron
3225702,1,315,,Under-Patron
3225707,15,554,,Under-Patron
3225712,1,268,,Under-Patron
3225743,10,80,,Under-Patron
3225747,17.5,160,,Under-Patron
3225751,96.1,932,,Under-Patron
3225817,15,1190,,Under-Patron
3225881,10.25,193,,Under-Patron
3225891,18,6282,,Under-Patron
3225951,31.25,493,,Under-Patron
3225969,80,,,Under-Patron
3226003,25,661.15,,Under-Patron
3226011,20,300,,Under-Patron
3226013,41.1,380,,Under-Patron
3226049,16,1076,,Under-Patron
3226054,17,468,,Under-Patron
3226075,8.75,80,,Under-Patron
3226122,10.75,507.79,,Under-Patron
3226126,364,2540,,Under-Patron
3226130,11.1,96,,Under-Patron
3226132,10,1026,,Under-Patron
3226137,36.1,240,,Under-Patron
3226190,75,1516.25,,Under-Patron
3226192,8,70,,Under-Patron
3226197,100,702.3,,Under-Patron
3226202,67.5,912,,Under-Patron
3226218,1,482,,Under-Patron
3226219,18.7,172,,Under-Patron
3226276,2023,6420.5,,Under-Patron
3226280,525,476,,Under-Patron
3226282,41.5,400,,Under-Patron
3226301,25,320,,Under-Patron
3226309,1,540,,Under-Patron
3226316,26.3,4669.2,,Under-Patron
3226339,100,1944,,Under-Patron
3226354,11.5,100,,Under-Patron
3226369,2,359.6,,Under-Patron
3226400,10,172,,Under-Patron
3226402,12,1016,,Under-Patron
3226412,230,3010,,Under-Patron
3226435,10,1403,,Under-Patron
3226447,5,334,,Under-Patron
3226450,20.75,200,,Under-Patron
3226473,3,100,,Under-Patron
3226485,6.25,55,,Under-Patron
3226494,13,172,,Under-Patron
3226503,10,137.5,,Under-Patron
3226544,13,116,,Under-Patron
3226553,100,30,,Under-Patron
3226571,7.85,71,,Under-Patron
3226579,113,384,,Under-Patron
3226593,5,,,Under-Patron
3226594,50,,,Under-Patron
3226616,25,25,,Under-Patron
3226636,4.5,100,,Under-Patron
3226645,64,1756,,Under-Patron
3226675,25,727.6,,Under-Patron
3226679,6228,7814,,Under-Patron
3226734,10,1284,,Under-Patron
3226740,9041.8,2667.8,,Under-Patron
3226748,6000,1656,,Under-Patron
3226754,150,1607.5,,Under-Patron
3226781,10,266,,Under-Patron
3226790,160.4,1584,,Under-Patron
3226792,24,560,,Under-Patron
3226794,5,1175,,Under-Patron
3226830,10,610,,Under-Patron
3226833,2500,,,Under-Patron
3226848,5,270,,Under-Patron
3226865,41.8,408,,Under-Patron
3226874,24,766,,Under-Patron
3226877,20,282,,Under-Patron
3226889,48.56,2109.29,,Under-Patron
3226905,118,1294,,Under-Patron
3226939,20,120,,Under-Patron
3226950,500,2268,,Under-Patron
3227495,40,252,,Under-Patron
3227498,250,,,Under-Patron
3227499,50,1372.5,,Under-Patron
3227522,15,400,,Under-Patron
3227526,5,684,,Under-Patron
3227533,64,816,,Under-Patron
3227536,100,,,Under-Patron
3227541,25,,,Under-Patron
3227543,100,,,Under-Patron
3227545,150,9960,,Under-Patron
3227546,100,612,,Under-Patron
3227549,34.5,373,,Under-Patron
3227566,155,373,,Under-Patron
3227567,14.1,120,,Under-Patron
3227570,50,,,Under-Patron
3227572,50,,,Under-Patron
3227576,100,,,Under-Patron
3227578,50,,,Under-Patron
3227582,20,,,Under-Patron
3227584,108.5,1530,,Under-Patron
3227588,70,,,Under-Patron
3227681,100,,,Under-Patron
3227706,250,313.33,,Under-Patron
3227712,75,3916,,Under-Patron
3227716,12100,1896.43,,Under-Patron
3227726,1,200,,Under-Patron
3227727,185,1213.08,,Under-Patron
3227735,5,350,,Under-Patron
3227741,1,200,,Under-Patron
3227766,10,640,,Under-Patron
3227783,20,280,,Under-Patron
3227818,15,310,,Under-Patron
3227819,30,1240,,Under-Patron
3227826,17,573,,Under-Patron
3227833,1,95,,Under-Patron
3227846,5,176,,Under-Patron
3227880,10,270,,Under-Patron
3227898,12.5,95,,Under-Patron
3227913,15,750,,Under-Patron
3227927,5,350,,Under-Patron
3227933,5,160,,Under-Patron
3227934,100,1530,,Under-Patron
3227939,1,86,,Under-Patron
3227987,3,172,,Under-Patron
3228006,1,2641.6,,Under-Patron
3228021,30,1457,,Under-Patron
3228083,13,292,,Under-Patron
3228111,1,494,,Under-Patron
3228119,5,150,,Under-Patron
3228128,7,1454,,Under-Patron
3228136,2,268,,Under-Patron
3228139,15,592,,Under-Patron
3228154,13,1752,,Under-Patron
3228222,115,320,,Under-Patron
3228236,1000,2520,,Under-Patron
3228277,100,1988,,Under-Patron
3228292,4600,2004,,Under-Patron
3228302,19.5,1603,,Under-Patron
3228316,15,560,,Under-Patron
3228399,15,320,,Under-Patron
3228406,1,134,,Under-Patron
3228416,28.9,436.6,,Under-Patron
3228445,55,714,,Under-Patron
3228446,1,790,,Under-Patron
3228453,15,310,,Under-Patron
3228516,10,1340,,Under-Patron
3228547,13,292,,Under-Patron
3228557,1,176,,Under-Patron
3228568,15,,,Under-Patron
3228569,6000,,,Under-Patron
3228648,5,213,,Under-Patron
3228696,30,400,,Under-Patron
3228714,10,648,,Under-Patron
3228715,10,50,,Under-Patron
3228723,10,310,,Under-Patron
3228727,15,1530,,Under-Patron
3228734,5,190,,Under-Patron
3228760,10,504,,Under-Patron
3228768,10,,,Under-Patron
3228772,1,300,,Under-Patron
3228777,45,,,Under-Patron
3228785,5,320,,Under-Patron
3228796,1000,1174,,Under-Patron
3228807,1,224.26,,Under-Patron
3228822,35,854.5,,Under-Patron
3228840,17,373,,Under-Patron
3228869,5,126,,Under-Patron
3228883,19,386,,Under-Patron
3228890,10,640,,Under-Patron
3228937,10,420,,Under-Patron
3228965,11,294,,Under-Patron
3229008,5,120,,Under-Patron
3229013,1,2100,,Under-Patron
3229016,5,201,,Under-Patron
3229027,15,200,,Under-Patron
3229034,5,724,,Under-Patron
3229045,15,812,,Under-Patron
3229063,20,224,,Under-Patron
3229162,1,105.6,,Under-Patron
3229165,5,1308.26,,Under-Patron
3229177,5,390,,Under-Patron
3229184,100,1760,,Under-Patron
3229206,1,,,Under-Patron
3229208,5,233.6,,Under-Patron
3229246,10,,,Under-Patron
3229254,1,132,,Under-Patron
3229288,5,126,,Under-Patron
3229305,235,350,,Under-Patron
3229374,15,350,,Under-Patron
3229381,5,280,,Under-Patron
3229489,1,378,,Under-Patron
3229504,5,908,,Under-Patron
3229508,1,50,,Under-Patron
3229532,5,134,,Under-Patron
3229571,100,1020,,Under-Patron
3229587,5,152,,Under-Patron
3229626,5,847.5,,Under-Patron
3229661,40,1710,,Under-Patron
3229663,5,190,,Under-Patron
3229664,19,176,,Under-Patron
3229709,5,529.6,,Under-Patron
3229716,510,,,Under-Patron
3229737,10,,,Under-Patron
3229901,2.5,120,,Under-Patron
3229975,5,350,,Under-Patron
3230054,1,573,,Under-Patron
3230056,75,25,,Under-Patron
3230089,500,,,Under-Patron
3230103,13,292,,Under-Patron
3230121,143.25,2046.66,,Under-Patron
3230132,1,50,,Under-Patron
3230142,5,25,,Under-Patron
3230156,110,1560,,Under-Patron
3230168,15,1340,,Under-Patron
3230171,1,200,,Under-Patron
3230178,1,378,,Under-Patron
3230203,1,320,,Under-Patron
3230249,15,550,,Under-Patron
3230274,15,280,,Under-Patron
3230276,11.3,121.2,,Under-Patron
3230308,15,330,,Under-Patron
3230321,10,255,,Under-Patron
3230325,5,378,,Under-Patron
3230326,500,,,Under-Patron
3230366,5,220,,Under-Patron
3230378,12.6,242.4,,Under-Patron
3230392,30,91,,Under-Patron
3230478,5,127,,Under-Patron
3230494,2515,660,,Under-Patron
3230519,1,190,,Under-Patron
3230524,20,150,,Under-Patron
3230543,10,330,,Under-Patron
3230545,5,53.6,,Under-Patron
3230562,15,730,,Under-Patron
3230563,2,272.28,,Under-Patron
3230567,5,80,,Under-Patron
3230577,1,369.6,,Under-Patron
3230582,1,724,,Under-Patron
3230608,10,321.2,,Under-Patron
3230668,10,376,,Under-Patron
3230672,15,642,,Under-Patron
3230700,26,,,Under-Patron
3230705,5,137.6,,Under-Patron
3230765,1,292,,Under-Patron
3230830,3,1272,,Under-Patron
3230924,20,960,,Under-Patron
3230925,5,66,,Under-Patron
3230932,1,200,,Under-Patron
3230948,5,150,,Under-Patron
3230954,5,80,,Under-Patron
3230955,1,50,,Under-Patron
3230964,10,5738,,Under-Patron
3230968,1,703.75,,Under-Patron
3230985,5,120,,Under-Patron
3231015,5,80,,Under-Patron
3231018,15,1394.5,,Under-Patron
3231043,13,292,,Under-Patron
3231081,1,110,,Under-Patron
3231104,5,310,,Under-Patron
3231116,10,174,,Under-Patron
3231118,10,80,,Under-Patron
3231186,1,140.8,,Under-Patron
3231205,1,172,,Under-Patron
3231222,30,620,,Under-Patron
3231236,15,560,,Under-Patron
3231246,1,134,,Under-Patron
3231249,1,220,,Under-Patron
3231254,1,134,,Under-Patron
3231283,62.5,430,,Under-Patron
3231293,3750,,,Under-Patron
3231347,10,270,,Under-Patron
3231352,5,276,,Under-Patron
3231395,32,918,,Under-Patron
3231421,15,560,,Under-Patron
3231453,1,378,,Under-Patron
3231461,10,1930,,Under-Patron
3231464,5,135,,Under-Patron
3231465,5,135,,Under-Patron
3231475,5,600,,Under-Patron
3231503,15,400,,Under-Patron
3231513,1,550,,Under-Patron
3231559,5,510,,Under-Patron
3231607,60,80,,Under-Patron
3231616,22,454.6,,Under-Patron
3231624,10,1206,,Under-Patron
3231645,10,,,Under-Patron
3231670,25,,,Under-Patron
3231678,5,140,,Under-Patron
3231690,1,525,,Under-Patron
3231700,17.5,480,,Under-Patron
