customer no,Difference between Earliest Engagement and First Donation,First Contribution Amount,Donor Category
3221610,4.00,10,Under-Patron
3221703,4.00,10,Under-Patron
3221709,7.00,25,Under-Patron
3221722,2.00,10,Under-Patron
3221728,16.60,10,Under-Patron
3221738,9.00,5,Under-Patron
3221741,48.00,10,Under-Patron
3221748,35.90,10,Under-Patron
3221761,263.00,20,Under-Patron
3221786,8.00,10,Under-Patron
3221851,70.90,10,Under-Patron
3221870,8.00,35,Under-Patron
3221872,-1.00,10,Under-Patron
3221876,83.00,10,Under-Patron
3221879,1.50,10,Under-Patron
3221881,2.00,20,Under-Patron
3221915,3.00,10,Under-Patron
3221922,24.00,10,Under-Patron
3221939,28.75,10,Under-Patron
3221970,27.50,10,Under-Patron
3221991,10.00,2,Under-Patron
3221993,9.50,10,Under-Patron
3222028,14.00,25,Under-Patron
3222056,32.00,10,Under-Patron
3222062,99.00,10,Under-Patron
3222071,47.00,10,Under-Patron
3222086,229.50,10,Under-Patron
3222097,2.00,10,Under-Patron
3222111,75.00,10,Under-Patron
3222119,100.00,10,Under-Patron
3222131,5096.00,10,Under-Patron
3222204,3.00,10,Under-Patron
3222211,9.00,10,Under-Patron
3222223,19.00,10,Under-Patron
3222239,10.00,10,Under-Patron
3222241,18.00,10,Under-Patron
3222246,9.00,10,Under-Patron
3222254,9.00,5,Under-Patron
3222287,4.00,25,Under-Patron
3222292,23.00,20,Under-Patron
3222330,98.00,10,Under-Patron
3222378,17.00,4,Under-Patron
3222419,12.00,20.75,Under-Patron
3222422,31.50,19.5,Under-Patron
3222424,7683.00,2.5,Under-Patron
3222425,9.00,2.5,Under-Patron
3222433,12049.00,7.5,Under-Patron
3222469,3.00,17,Under-Patron
3222482,-0.40,10,Under-Patron
3222494,12.70,5,Under-Patron
3222550,9.00,14.25,Under-Patron
3222556,9.00,10,Under-Patron
3222588,42.92,5,Under-Patron
3222602,7.75,2.5,Under-Patron
3222612,2510.00,5,Under-Patron
3222631,10.10,2.5,Under-Patron
3222634,18.00,5,Under-Patron
3222638,14.25,2.5,Under-Patron
3222643,5.70,2,Under-Patron
3222651,29.00,5,Under-Patron
3222693,19.00,2.5,Under-Patron
3222715,9.00,5,Under-Patron
3222716,12.00,50,Under-Patron
3222724,10.10,5,Under-Patron
3222746,53.75,2.5,Under-Patron
3222774,159.50,2.5,Under-Patron
3222818,33.25,5,Under-Patron
3222860,2567.50,10,Under-Patron
3222869,53.00,5,Under-Patron
3222873,45.50,10,Under-Patron
3222879,24.00,4,Under-Patron
3222897,80.50,2.5,Under-Patron
3222911,1.00,7.5,Under-Patron
3222918,9.50,5,Under-Patron
3222927,9.00,5,Under-Patron
3222928,30.20,2.5,Under-Patron
3222929,11.70,2.5,Under-Patron
3222951,39.10,100,Under-Patron
3222965,6.45,30,Under-Patron
3222995,38.50,5,Under-Patron
3223000,27.50,10,Under-Patron
3223021,7.00,9,Under-Patron
3223059,9.00,11.5,Under-Patron
3223079,12.00,3,Under-Patron
3223094,2496.00,25,Under-Patron
3223122,8.00,25.8,Under-Patron
3223138,998.00,32.5,Under-Patron
3223154,9.00,15,Under-Patron
3223157,130.50,15,Under-Patron
3223160,18.70,30.8,Under-Patron
3223252,4.00,33.5,Under-Patron
3223260,14.00,11.5,Under-Patron
3223292,9.00,6.2,Under-Patron
3223338,76.00,11.4,Under-Patron
3223362,9.00,17.25,Under-Patron
3223368,14.25,6.25,Under-Patron
3223383,5.00,600,Under-Patron
3223400,5.20,2500,Under-Patron
3223424,32.00,1,Under-Patron
3223468,19.00,15,Under-Patron
3223475,8.00,1,Under-Patron
3223497,9.00,10,Under-Patron
3223504,9.00,17.5,Under-Patron
3223544,10.00,96.1,Under-Patron
3223557,7.00,15,Under-Patron
3223559,9.00,10.25,Under-Patron
3223573,-2.00,18,Under-Patron
3223582,29.50,31.25,Under-Patron
3223604,8.00,25,Under-Patron
3223612,24.00,20,Under-Patron
3223641,19.00,7.2,Under-Patron
3223642,8.00,16,Under-Patron
3223649,19.00,17,Under-Patron
3223651,9.00,8.75,Under-Patron
3223655,34.00,10.75,Under-Patron
3223658,5.00,64,Under-Patron
3223665,9.00,11.1,Under-Patron
3223688,72.00,10,Under-Patron
3223695,23.00,11.1,Under-Patron
3223698,7.00,25,Under-Patron
3223745,16524.00,8,Under-Patron
3223750,9.00,100,Under-Patron
3223800,7.00,30,Under-Patron
3223805,86.50,1,Under-Patron
3223807,9.00,18.7,Under-Patron
3223824,5.00,2000,Under-Patron
3223831,33.00,25,Under-Patron
3223833,9.00,41.5,Under-Patron
3223836,11.70,25,Under-Patron
3223850,25.00,1,Under-Patron
3223854,93.00,13.8,Under-Patron
3223857,10.00,100,Under-Patron
3223889,9.00,11.5,Under-Patron
3223895,21.00,2,Under-Patron
3223902,9.00,10,Under-Patron
3223908,6.00,5,Under-Patron
3223915,0.00,15,Under-Patron
3223918,7.00,10,Under-Patron
3223923,8.00,5,Under-Patron
3223938,399.00,20.75,Under-Patron
3223944,10.50,3,Under-Patron
3223947,9.00,6.25,Under-Patron
3223954,9.00,13,Under-Patron
3223955,16.50,10,Under-Patron
3223960,298.00,2.5,Under-Patron
3223976,9.00,100,Under-Patron
3223998,11.50,7.85,Under-Patron
3224000,7.00,13,Under-Patron
3224002,9.00,25,Under-Patron
3224009,1.00,4.5,Under-Patron
3224041,99.00,64,Under-Patron
3224069,7.00,25,Under-Patron
3224074,18.00,128,Under-Patron
3224080,10.00,10,Under-Patron
3224089,8.00,41.8,Under-Patron
3224099,9.00,1000,Under-Patron
3224124,308.00,50,Under-Patron
3224126,10.00,10,Under-Patron
3224137,100.00,160.4,Under-Patron
3224141,19.00,24,Under-Patron
3224145,17.00,5,Under-Patron
3224204,62998.00,10,Under-Patron
3224207,10.00,2500,Under-Patron
3224208,139.75,5,Under-Patron
3224220,10.00,41.8,Under-Patron
3224227,9.00,24,Under-Patron
3224228,598.00,20,Under-Patron
3224237,9.00,31.6,Under-Patron
3224238,11.00,68,Under-Patron
3224239,10.00,20,Under-Patron
3224247,10.00,250,Under-Patron
3224257,8.00,10,Under-Patron
3224286,13.00,25,Under-Patron
3224296,19.00,15,Under-Patron
3224299,8.00,5,Under-Patron
3224302,10.00,64,Under-Patron
3224315,8.00,50,Under-Patron
3224318,28.00,100,Under-Patron
3224321,4.00,20,Under-Patron
3224322,23.00,100,Under-Patron
3224326,29.00,14.1,Under-Patron
3224331,8.00,31.5,Under-Patron
3224333,9.00,250,Under-Patron
3224343,134.00,25,Under-Patron
3224345,984.50,100,Under-Patron
3224368,9.00,1,Under-Patron
3224373,3.00,15,Under-Patron
3224383,9.00,5,Under-Patron
3224396,9.00,1,Under-Patron
3224411,9.00,10,Under-Patron
3224413,9.00,10,Under-Patron
3224415,4.00,15,Under-Patron
3224428,57.00,15,Under-Patron
3224429,2.00,17,Under-Patron
3224457,9.00,1,Under-Patron
3224459,52.50,5,Under-Patron
3224477,19.00,10,Under-Patron
3224481,9.00,12.5,Under-Patron
3224500,9.00,15,Under-Patron
3224505,1.50,5,Under-Patron
3224521,9.00,5,Under-Patron
3224543,9.00,100,Under-Patron
3224553,10.00,1,Under-Patron
3224568,9.00,3,Under-Patron
3224570,8.00,1,Under-Patron
3224629,23.00,18,Under-Patron
3224631,44.00,13,Under-Patron
3224637,18.00,1,Under-Patron
3224641,4.00,5,Under-Patron
3224644,20.00,7,Under-Patron
3224646,9.00,2,Under-Patron
3224648,18.00,15,Under-Patron
3224650,33.00,13,Under-Patron
3224651,9.00,15,Under-Patron
3224654,33.00,1000,Under-Patron
3224656,8.00,50,Under-Patron
3224660,8.00,100,Under-Patron
3224672,59.00,19.5,Under-Patron
3224681,19.00,15,Under-Patron
3224700,9.00,15,Under-Patron
3224704,9.00,1,Under-Patron
3224705,49.00,15,Under-Patron
3224724,28.00,11,Under-Patron
3224726,0.00,1,Under-Patron
3224732,9.00,15,Under-Patron
3224734,24.00,10,Under-Patron
3224754,9.00,13,Under-Patron
3224774,9.00,1,Under-Patron
3224786,9.00,5,Under-Patron
3224798,8.00,10,Under-Patron
3224800,9.00,10,Under-Patron
3224811,19.00,10,Under-Patron
3224816,9.00,10,Under-Patron
3224817,19.00,15,Under-Patron
3224835,9.00,5,Under-Patron
3224838,9.00,10,Under-Patron
3224848,9.00,10,Under-Patron
3224849,9.00,1,Under-Patron
3224873,24.00,10,Under-Patron
3224880,9.00,5,Under-Patron
3224891,4.00,500,Under-Patron
3224897,24.00,1,Under-Patron
3224900,17.00,10,Under-Patron
3224910,8.00,17,Under-Patron
3224984,33.00,5,Under-Patron
3225020,18.75,19,Under-Patron
3225022,33.50,10,Under-Patron
3225025,1.50,10,Under-Patron
3225039,0.50,11,Under-Patron
3225041,9.00,5,Under-Patron
3225042,29.00,1,Under-Patron
3225076,84.00,5,Under-Patron
3225128,4.00,15,Under-Patron
3225131,12.25,5,Under-Patron
3225147,8.00,15,Under-Patron
3225151,3.00,20,Under-Patron
3225158,1.50,1,Under-Patron
3225160,4.00,5,Under-Patron
3225170,1.50,5,Under-Patron
3225171,4.00,100,Under-Patron
3225174,1.50,1,Under-Patron
3225176,5.00,5,Under-Patron
3225188,4.00,10,Under-Patron
3225200,11.50,1,Under-Patron
3225211,4.00,5,Under-Patron
3225214,51.50,35,Under-Patron
3225215,4.00,15,Under-Patron
3225231,1.50,5,Under-Patron
3225234,1.50,1,Under-Patron
3225235,3.00,5,Under-Patron
3225241,9.00,1,Under-Patron
3225243,14.00,5,Under-Patron
3225252,9.00,100,Under-Patron
3225263,3.00,5,Under-Patron
3225266,-0.50,5,Under-Patron
3225268,5.50,15,Under-Patron
3225276,9.00,5,Under-Patron
3225278,14.00,19,Under-Patron
3225283,-0.50,5,Under-Patron
3225285,1.50,0,Under-Patron
3225302,268.00,10,Under-Patron
3225313,29.00,2.5,Under-Patron
3225326,4.00,5,Under-Patron
3225382,9.00,1,Under-Patron
3225383,8.00,25,Under-Patron
3225399,10.50,13,Under-Patron
3225400,2.00,20,Under-Patron
3225406,24.00,1,Under-Patron
3225434,92.30,5,Under-Patron
3225438,31.50,10,Under-Patron
3225444,14.00,15,Under-Patron
3225461,29.00,1,Under-Patron
3225508,29.80,1,Under-Patron
3225522,32.50,1,Under-Patron
3225523,10.50,15,Under-Patron
3225526,5.20,15,Under-Patron
3225573,190.40,11.3,Under-Patron
3225618,16.25,15,Under-Patron
3225665,4.25,10,Under-Patron
3225666,938.85,5,Under-Patron
3225684,6999.00,5,Under-Patron
3225702,0.00,12.6,Under-Patron
3225707,13.00,5,Under-Patron
3225712,-1.00,5,Under-Patron
3225743,8.00,15,Under-Patron
3225747,16.50,1,Under-Patron
3225751,95.10,10,Under-Patron
3225817,14.00,10,Under-Patron
3225881,9.25,5,Under-Patron
3225891,16.00,15,Under-Patron
3225951,29.25,2,Under-Patron
3225969,79.00,5,Under-Patron
3226003,24.00,1,Under-Patron
3226011,17.00,1,Under-Patron
3226013,40.10,10,Under-Patron
3226049,14.00,10,Under-Patron
3226054,15.00,15,Under-Patron
3226075,7.75,1,Under-Patron
3226122,9.75,5,Under-Patron
3226126,363.00,1,Under-Patron
3226130,9.10,3,Under-Patron
3226132,9.00,20,Under-Patron
3226137,35.10,5,Under-Patron
3226190,74.00,1,Under-Patron
3226192,7.00,5,Under-Patron
3226197,99.00,5,Under-Patron
3226202,66.50,1,Under-Patron
3226218,-1.00,10,Under-Patron
3226219,17.70,1,Under-Patron
3226276,2022.00,5,Under-Patron
3226280,524.00,5,Under-Patron
3226282,40.50,5,Under-Patron
3226301,24.00,13,Under-Patron
3226309,0.00,1,Under-Patron
3226316,25.30,5,Under-Patron
3226339,99.00,10,Under-Patron
3226354,9.50,10,Under-Patron
3226369,1.00,1,Under-Patron
3226400,9.00,1,Under-Patron
3226402,11.00,15,Under-Patron
3226412,229.00,15,Under-Patron
3226435,9.00,1,Under-Patron
3226447,4.00,1,Under-Patron
3226450,19.75,1,Under-Patron
3226473,-1.00,50,Under-Patron
3226485,5.25,10,Under-Patron
3226494,11.00,5,Under-Patron
3226503,8.00,15,Under-Patron
3226544,12.00,15,Under-Patron
3226553,99.00,1,Under-Patron
3226571,5.85,10,Under-Patron
3226579,112.00,5,Under-Patron
3226593,4.00,5,Under-Patron
3226594,48.00,5,Under-Patron
3226616,24.00,15,Under-Patron
3226636,2.50,1,Under-Patron
3226645,63.00,5,Under-Patron
3226675,24.00,10,Under-Patron
3226679,6226.00,5,Under-Patron
3226734,7.00,10,Under-Patron
3226740,9039.80,5,Under-Patron
3226748,5998.00,1,Under-Patron
3226754,149.00,17.5,Under-Patron
3226781,8.00,10,Under-Patron
3226790,159.40,5,Under-Patron
3226792,23.00,10,Under-Patron
3226794,4.00,5,Under-Patron
3226830,9.00,10,Under-Patron
3226833,2499.00,5,Under-Patron
3226848,4.00,5,Under-Patron
3226865,40.80,10,Under-Patron
3226874,22.00,10,Under-Patron
3226877,19.00,5,Under-Patron
3226889,44.56,15,Under-Patron
3226905,117.00,2,Under-Patron
3226939,18.00,50,Under-Patron
3226950,499.00,10,Under-Patron
3227495,39.00,15,Under-Patron
3227498,249.00,5,Under-Patron
3227499,49.00,10,Under-Patron
3227522,13.00,15,Under-Patron
3227526,4.00,5,Under-Patron
3227533,63.00,15,Under-Patron
3227536,99.00,3,Under-Patron
3227541,24.00,5,Under-Patron
3227543,99.00,1,Under-Patron
3227545,149.00,2,Under-Patron
3227546,99.00,2,Under-Patron
3227549,33.50,1,Under-Patron
3227566,153.00,5,Under-Patron
3227567,13.10,1,Under-Patron
3227570,49.00,10,Under-Patron
3227572,49.00,5,Under-Patron
3227576,99.00,2,Under-Patron
3227578,49.00,12,Under-Patron
3227582,19.00,13,Under-Patron
3227584,105.50,4,Under-Patron
3227588,69.00,1,Under-Patron
3227681,99.00,10,Under-Patron
3227706,248.00,11,Under-Patron
3227712,72.00,20,Under-Patron
3227716,12098.00,1,Under-Patron
3227726,0.00,10,Under-Patron
3227727,183.00,25,Under-Patron
3227735,4.00,15,Under-Patron
3227741,0.00,1,Under-Patron
3227766,8.00,96,Under-Patron
3227783,19.00,5,Under-Patron
3227818,14.00,1,Under-Patron
3227819,29.00,12.5,Under-Patron
3227826,16.00,25,Under-Patron
3227833,0.00,12.5,Under-Patron
3227846,3.00,15,Under-Patron
3227880,8.00,5,Under-Patron
3227898,11.50,5,Under-Patron
3227913,14.00,5,Under-Patron
3227927,4.00,5,Under-Patron
3227933,4.00,5,Under-Patron
3227934,99.00,12.5,Under-Patron
3227939,0.00,1,Under-Patron
3227987,1.00,5,Under-Patron
3228006,0.00,17.5,Under-Patron
3228021,28.00,15,Under-Patron
3228083,12.00,5,Under-Patron
3228111,0.00,1,Under-Patron
3228119,4.00,10,Under-Patron
3228128,5.00,5,Under-Patron
3228136,1.00,1,Under-Patron
3228139,13.00,15,Under-Patron
3228154,12.00,15,Under-Patron
3228222,114.00,1,Under-Patron
3228236,999.00,15,Under-Patron
3228277,99.00,5,Under-Patron
3228292,4599.00,10,Under-Patron
3228302,18.50,1,Under-Patron
3228316,14.00,12.5,Under-Patron
3228399,14.00,15,Under-Patron
3228406,0.00,5,Under-Patron
3228416,27.90,5,Under-Patron
3228445,54.00,1,Under-Patron
3228446,0.00,25,Under-Patron
3228453,14.00,50,Under-Patron
3228516,9.00,1,Under-Patron
3228547,12.00,16.5,Under-Patron
3228557,0.00,12.5,Under-Patron
3228568,14.00,1,Under-Patron
3228569,5998.00,14,Under-Patron
3228648,4.00,1,Under-Patron
3228696,29.00,50,Under-Patron
3228714,9.00,1,Under-Patron
3228715,9.00,5,Under-Patron
3228723,9.00,17.5,Under-Patron
3228727,14.00,14.2,Under-Patron
3228734,4.00,15,Under-Patron
3228760,9.00,5,Under-Patron
3228768,8.00,1,Under-Patron
3228772,0.00,10,Under-Patron
3228777,44.00,15,Under-Patron
3228785,4.00,10,Under-Patron
3228796,999.00,10,Under-Patron
3228807,0.00,1,Under-Patron
3228822,35.00,1,Under-Patron
3228840,16.00,12.5,Under-Patron
3228869,3.00,25,Under-Patron
3228883,17.00,5,Under-Patron
3228890,9.00,15,Under-Patron
3228937,9.00,12.5,Under-Patron
3228965,10.00,10,Under-Patron
3229008,3.00,10,Under-Patron
3229013,0.00,5,Under-Patron
3229016,3.00,10,Under-Patron
3229027,14.00,10,Under-Patron
3229034,4.00,15,Under-Patron
3229045,13.00,10,Under-Patron
3229063,19.00,10,Under-Patron
3229162,-1.00,10,Under-Patron
3229165,3.00,5,Under-Patron
3229177,4.00,5,Under-Patron
3229184,98.00,200,Under-Patron
3229206,0.00,10,Under-Patron
3229208,3.00,10,Under-Patron
3229246,9.00,10,Under-Patron
3229254,0.00,17.5,Under-Patron
3229288,4.00,15,Under-Patron
3229305,234.00,17.5,Under-Patron
3229374,14.00,2,Under-Patron
3229381,4.00,13,Under-Patron
3229489,0.00,1,Under-Patron
3229504,4.00,10,Under-Patron
3229508,0.00,17.5,Under-Patron
3229532,3.00,5,Under-Patron
3229571,97.00,15,Under-Patron
3229587,4.00,5,Under-Patron
3229626,4.00,12.5,Under-Patron
3229661,39.00,10,Under-Patron
3229663,3.00,15,Under-Patron
3229664,18.00,15,Under-Patron
3229709,4.00,17.5,Under-Patron
3229716,509.00,10,Under-Patron
3229737,9.00,1,Under-Patron
3229901,1.50,5,Under-Patron
3229975,4.00,12.5,Under-Patron
3230054,0.00,15,Under-Patron
3230056,74.00,1,Under-Patron
3230089,498.00,15,Under-Patron
3230103,11.00,12.5,Under-Patron
3230121,142.25,5,Under-Patron
3230132,0.00,10,Under-Patron
3230142,3.00,10,Under-Patron
3230156,108.00,15,Under-Patron
3230168,14.00,1,Under-Patron
3230171,-1.00,2,Under-Patron
3230178,0.00,10,Under-Patron
3230203,0.00,12.5,Under-Patron
3230249,14.00,5,Under-Patron
3230274,14.00,10,Under-Patron
3230276,9.30,25,Under-Patron
3230308,14.00,10,Under-Patron
3230321,9.00,10,Under-Patron
3230325,3.00,10,Under-Patron
3230326,499.00,12.5,Under-Patron
3230366,4.00,5,Under-Patron
3230378,11.60,25,Under-Patron
3230392,29.00,14,Under-Patron
3230478,3.00,10,Under-Patron
3230494,2513.00,1,Under-Patron
3230519,0.00,19.5,Under-Patron
3230524,18.00,10,Under-Patron
3230543,9.00,12.5,Under-Patron
3230545,4.00,5,Under-Patron
3230562,13.00,1,Under-Patron
3230563,1.00,15,Under-Patron
3230567,4.00,10,Under-Patron
3230577,0.00,5,Under-Patron
3230582,0.00,3,Under-Patron
3230608,9.00,12.5,Under-Patron
3230668,9.00,30,Under-Patron
3230672,14.00,10,Under-Patron
3230700,25.00,1,Under-Patron
3230705,4.00,1,Under-Patron
3230765,0.00,13,Under-Patron
3230830,2.00,10,Under-Patron
3230924,19.00,15,Under-Patron
3230925,4.00,10,Under-Patron
3230932,-1.00,10,Under-Patron
3230948,4.00,5,Under-Patron
3230954,4.00,10,Under-Patron
3230955,-1.00,10,Under-Patron
3230964,8.00,15,Under-Patron
3230968,-1.00,13.5,Under-Patron
3230985,4.00,10,Under-Patron
3231015,4.00,13,Under-Patron
3231018,13.00,10,Under-Patron
3231043,12.00,1,Under-Patron
3231081,0.00,5,Under-Patron
3231104,4.00,10,Under-Patron
3231116,8.00,13,Under-Patron
3231118,9.00,10,Under-Patron
3231186,0.00,5,Under-Patron
3231205,0.00,18,Under-Patron
3231222,22.00,2,Under-Patron
3231236,14.00,11,Under-Patron
3231246,0.00,10,Under-Patron
3231249,0.00,5,Under-Patron
3231254,0.00,14,Under-Patron
3231283,60.50,10,Under-Patron
3231293,3749.00,15,Under-Patron
3231347,9.00,20,Under-Patron
3231352,3.00,15,Under-Patron
3231395,30.00,10,Under-Patron
3231421,14.00,10,Under-Patron
3231453,0.00,0,Under-Patron
3231461,9.00,200,Under-Patron
3231464,4.00,1000,Under-Patron
3231465,3.00,100,Under-Patron
3231475,4.00,2,Under-Patron
3231503,14.00,10,Under-Patron
3231513,0.00,10,Under-Patron
3231559,4.00,15,Under-Patron
3231607,58.00,10,Under-Patron
3231616,21.00,12.5,Under-Patron
3231624,9.00,15,Under-Patron
3231645,9.00,10,Under-Patron
3231670,24.00,10,Under-Patron
3231678,4.00,1,Under-Patron
3231690,0.00,25,Under-Patron
3231700,16.50,10,Under-Patron
3231718,8.00,13,Under-Patron
3231726,4.00,10,Under-Patron
3231728,9.00,10,Under-Patron
3231742,4.00,10,Under-Patron
3231744,9.00,10,Under-Patron
3231750,4.00,15,Under-Patron
3231764,3.00,13,Under-Patron
3231796,9.00,1,Under-Patron
3231798,8.00,17.5,Under-Patron
3231809,4.00,2,Under-Patron
3231810,213.00,5,Under-Patron
3231816,-1.00,1,Under-Patron
3231874,0.00,9,Under-Patron
3231882,49.00,13,Under-Patron
3231891,9.00,12.5,Under-Patron
3231894,14.00,5,Under-Patron
3231907,3.00,10,Under-Patron
3231912,9.00,5,Under-Patron
3231920,14.00,14,Under-Patron
3231923,4.00,10,Under-Patron
3231964,14.00,10,Under-Patron
3232017,1.00,17,Under-Patron
3232061,4.00,15,Under-Patron
3232122,15.00,4,Under-Patron
3232145,0.00,15,Under-Patron
3232146,48.00,15,Under-Patron
3232148,0.00,5,Under-Patron
3232156,0.00,15,Under-Patron
3232171,4.00,15,Under-Patron
3232175,49.00,25,Under-Patron
3232187,0.00,15,Under-Patron
3232196,9.00,1,Under-Patron
3232213,4.00,15,Under-Patron
3232241,1.00,1,Under-Patron
3232246,11.00,10,Under-Patron
3232262,12.00,10,Under-Patron
3232278,3.00,5,Under-Patron
3232313,0.00,5,Under-Patron
3232390,9.00,18,Under-Patron
3232485,10.00,14,Under-Patron
3232490,44.00,15,Under-Patron
3232497,0.00,2,Under-Patron
3232509,9.00,10,Under-Patron
3232532,49.00,15,Under-Patron
3232536,514.00,500,Under-Patron
3232537,0.00,10,Under-Patron
3232550,23.00,5,Under-Patron
3232555,95.00,10,Under-Patron
3232570,4.00,10,Under-Patron
3232579,0.00,15,Under-Patron
3232583,10.50,15,Under-Patron
3232587,24.00,5,Under-Patron
3232593,11.50,10,Under-Patron
3232602,14.00,1,Under-Patron
3232634,4.00,10,Under-Patron
3232666,4.00,1,Under-Patron
3232673,4.00,12.5,Under-Patron
3232697,4.00,5,Under-Patron
3232716,4.00,15,Under-Patron
3232717,10.50,1,Under-Patron
3232723,0.00,5,Under-Patron
3232739,4.00,25,Under-Patron
3232748,16.50,1,Under-Patron
3232761,64.00,500,Under-Patron
3232774,4.00,5,Under-Patron
3232776,-1.00,15,Under-Patron
3232791,9.00,15,Under-Patron
3232810,4.00,1,Under-Patron
3232841,0.00,5,Under-Patron
3232894,13.00,10,Under-Patron
3232911,14.00,15,Under-Patron
3232943,0.00,5,Under-Patron
3232962,14.00,15,Under-Patron
3232979,3.00,10,Under-Patron
3232980,9.00,3,Under-Patron
3232985,0.00,1,Under-Patron
3232998,199.00,15,Under-Patron
3232999,10.50,1,Under-Patron
3233052,14.00,12.5,Under-Patron
3233086,4.00,10,Under-Patron
3233111,4.00,15,Under-Patron
3233116,0.00,12.5,Under-Patron
3233138,49.00,5,Under-Patron
3233152,97.00,10,Under-Patron
3233160,0.00,1,Under-Patron
3233191,40.50,13,Under-Patron
3233193,11.50,1,Under-Patron
3233207,0.00,15,Under-Patron
3233310,13.00,15,Under-Patron
3233337,-1.00,16.5,Under-Patron
3233353,48.00,10,Under-Patron
3233357,0.00,15,Under-Patron
3233375,4.00,15,Under-Patron
3233380,16.50,4.5,Under-Patron
3233535,13.20,15,Under-Patron
3233544,539.00,5,Under-Patron
3233560,4.00,5,Under-Patron
3233564,-1.00,4,Under-Patron
3233640,9.00,18.75,Under-Patron
3233646,14.00,9,Under-Patron
3233661,19.00,2,Under-Patron
3233668,8.00,10,Under-Patron
3233692,0.00,5,Under-Patron
3233719,0.00,1,Under-Patron
3233724,11.50,1,Under-Patron
3233738,24.00,1,Under-Patron
3233769,3.00,10,Under-Patron
3233771,39.00,5,Under-Patron
3233789,11.50,15,Under-Patron
3233801,9.00,1,Under-Patron
3233811,19.00,12.5,Under-Patron
3233844,4.00,10,Under-Patron
3233876,9.00,100,Under-Patron
3233889,9.00,5,Under-Patron
3233895,13.00,15,Under-Patron
3233911,33.00,15,Under-Patron
3233920,9.00,27.5,Under-Patron
3233929,9.00,8,Under-Patron
3233942,3.00,15,Under-Patron
3233986,3.00,2000,Under-Patron
3234025,299.00,12,Under-Patron
3234030,9.00,100,Under-Patron
3234051,9.00,15,Under-Patron
3234052,9.00,10,Under-Patron
3234076,117.50,5,Under-Patron
3234086,14.00,9,Under-Patron
3234087,16.50,5,Under-Patron
3234100,1.00,5,Under-Patron
3234123,12.00,13,Under-Patron
3234137,0.00,1,Under-Patron
3234207,34.00,25,Under-Patron
3234244,16.50,15,Under-Patron
3234344,4.00,13,Under-Patron
3234362,75.00,17,Under-Patron
3234381,4.00,50,Under-Patron
3234404,10.50,10,Under-Patron
3234636,9.00,10,Under-Patron
3234653,14.00,100,Under-Patron
3234670,14.00,20,Under-Patron
3234701,65.50,100,Under-Patron
3234719,8.00,13,Under-Patron
3234726,0.00,1,Under-Patron
3234737,5.00,10,Under-Patron
3234761,61.50,15,Under-Patron
3234765,13.00,2,Under-Patron
3234784,0.00,10,Under-Patron
3234789,31.50,11,Under-Patron
3234813,11.50,15,Under-Patron
3234877,4.00,15,Under-Patron
3234882,9.00,13,Under-Patron
3234884,109.00,13,Under-Patron
3234902,14.00,50,Under-Patron
3234927,0.00,1,Under-Patron
3234937,1.00,13,Under-Patron
3234970,8.00,10,Under-Patron
3234974,11.50,1,Under-Patron
3234996,4.00,5,Under-Patron
3235006,9.00,2,Under-Patron
3235012,44.00,10,Under-Patron
3235031,9.00,15,Under-Patron
3235033,7.00,3000,Under-Patron
3235044,19.00,10,Under-Patron
3235063,11.50,5,Under-Patron
3235065,4.00,10,Under-Patron
3235072,24.00,17.5,Under-Patron
3235078,13.00,10,Under-Patron
3235093,9.00,10,Under-Patron
3235127,0.00,2,Under-Patron
3235187,18.50,13.5,Under-Patron
3235188,9.00,10,Under-Patron
3235191,11.50,2,Under-Patron
3235194,4.00,5,Under-Patron
3235196,0.00,10,Under-Patron
3235264,14.00,10,Under-Patron
3235282,34.00,15,Under-Patron
3235331,4.00,3.5,Under-Patron
3235362,2.00,15,Under-Patron
3235364,11.50,50,Under-Patron
3235373,29.00,150,Under-Patron
3235408,9.00,15,Under-Patron
3235451,-1.00,50,Under-Patron
3235481,0.00,19,Under-Patron
3235582,12.00,10,Under-Patron
3235599,9.00,13,Under-Patron
3235610,14.00,1,Under-Patron
3235615,9.00,10,Under-Patron
3235618,9.00,17,Under-Patron
3235658,3.00,12.5,Under-Patron
3235665,9.00,200,Under-Patron
3235705,8.00,25,Under-Patron
3235748,14.00,10,Under-Patron
3235753,12.50,5,Under-Patron
3235796,10.00,100,Under-Patron
3235809,10.00,13,Under-Patron
3235872,21.50,18,Under-Patron
3235891,0.00,18,Under-Patron
3235897,29.00,20,Under-Patron
3235931,9.00,11.5,Under-Patron
3235964,12.00,10,Under-Patron
3236164,9.00,15,Under-Patron
3236236,24.00,5,Under-Patron
3236262,4.00,19,Under-Patron
3236264,17.00,10.5,Under-Patron
3236294,1811.00,10,Under-Patron
3236310,10.00,4,Under-Patron
3236381,9.00,25,Under-Patron
3236429,14.00,10,Under-Patron
3236453,13.00,5,Under-Patron
3236455,9.00,45,Under-Patron
3236486,14.00,2,Under-Patron
3236487,19.00,19,Under-Patron
3236493,14.00,17,Under-Patron
3236497,19.00,10,Under-Patron
3236537,9.00,10,Under-Patron
3236538,9.00,10,Under-Patron
3236562,9.00,10,Under-Patron
3236588,1449.00,10,Under-Patron
3236589,199.00,10,Under-Patron
3236603,999.00,5,Under-Patron
3236617,99.00,10,Under-Patron
